permno,bankruptcy_dt
75286,2/25/2010
87564,3/1/2010
54439,3/1/2010
89943,3/11/2010
85896,3/15/2010
90700,3/30/2010
87026,4/26/2010
86915,4/29/2010
89860,4/30/2010
76931,5/3/2010
90719,5/14/2010
86025,5/16/2010
77893,5/25/2010
90475,5/28/2010
67046,6/15/2010
91817,6/23/2010
89531,6/24/2010
89370,7/2/2010
83458,7/12/2010
11161,7/18/2010
90904,7/22/2010
11048,7/29/2010
89366,7/30/2010
80239,8/5/2010
10304,8/19/2010
85832,8/20/2010
90960,8/25/2010
89568,9/10/2010
92547,9/20/2010
87134,9/23/2010
90317,9/24/2010
92099,10/19/2010
81647,10/28/2010
79634,11/1/2010
92484,11/4/2010
76757,11/8/2010
89450,11/15/2010
81889,11/29/2010
91820,12/9/2010
92722,12/10/2010
26657,12/12/2010
85005,12/17/2010
90970,12/31/2010
93348,1/11/2011
85457,1/20/2011
90816,1/21/2011
79500,1/28/2011
87584,1/30/2011
93006,2/11/2011
11306,2/15/2011
92099,2/16/2011
81654,2/16/2011
88801,3/23/2011
82155,4/1/2011
67715,4/4/2011
79828,4/27/2011
91019,4/29/2011
91840,4/29/2011
84572,5/9/2011
12188,5/16/2011
77270,5/20/2011
90209,5/24/2011
75968,6/27/2011
86037,7/1/2011
91179,7/8/2011
90788,7/27/2011
77181,7/30/2011
92030,8/12/2011
88799,8/15/2011
92051,8/19/2011
10994,8/26/2011
90939,9/16/2011
85402,9/28/2011
60273,10/3/2011
87129,10/4/2011
37744,10/5/2011
56602,10/19/2011
88791,10/30/2011
92190,10/31/2011
65429,11/2/2011
90352,11/7/2011
85216,11/16/2011
89018,11/17/2011
81530,11/23/2011
21020,11/29/2011
50286,12/12/2011
79259,12/15/2011
78208,1/4/2012
11754,1/19/2012
80758,1/23/2012
78869,1/26/2012
77403,2/1/2012
90746,2/6/2012
32636,2/14/2012
62885,2/20/2012
93430,2/23/2012
84108,3/2/2012
90678,3/7/2012
81109,3/25/2012
79529,3/26/2012
86850,3/30/2012
89919,4/1/2012
90847,4/12/2012
84311,4/15/2012
75327,5/30/2012
84321,6/15/2012
39766,6/19/2012
85550,7/2/2012
92346,7/9/2012
77582,7/12/2012
90727,7/17/2012
77158,8/4/2012
89885,8/7/2012
76037,8/9/2012
88906,8/17/2012
64864,8/29/2012
84779,9/5/2012
13078,9/11/2012
90024,10/3/2012
93037,10/16/2012
78073,10/17/2012
92033,10/26/2012
86574,10/28/2012
51457,11/14/2012
92042,11/15/2012
76999,12/19/2012
90093,12/30/2012
91282,1/11/2013
92312,1/11/2013
79712,1/27/2013
86189,1/28/2013
84330,1/28/2013
86496,2/28/2013
38790,3/10/2013
93240,3/17/2013
93194,3/18/2013
13938,3/24/2013
88945,4/1/2013
86249,4/7/2013
90974,4/8/2013
79407,4/24/2013
93007,4/25/2013
20248,5/1/2013
79740,6/3/2013
90196,6/10/2013
13115,6/17/2013
92938,6/26/2013
90560,6/27/2013
75454,7/1/2013
90863,7/2/2013
11601,7/2/2013
92216,7/15/2013
92341,7/23/2013
83305,7/24/2013
79417,8/4/2013
77783,8/12/2013
49286,8/19/2013
77855,9/9/2013
93391,9/16/2013
12793,9/17/2013
12743,9/25/2013
91524,9/27/2013
81181,10/3/2013
18033,10/14/2013
81756,11/21/2013
93355,12/2/2013
85214,12/15/2013
93346,2/10/2014
84309,2/10/2014
91061,2/21/2014
86233,3/5/2014
12581,3/20/2014
92243,3/23/2014
93317,3/25/2014
78956,4/3/2014
93351,4/7/2014
90538,4/7/2014
84416,4/11/2014
84351,4/15/2014
90813,4/21/2014
76553,4/23/2014
86284,6/11/2014
66050,6/18/2014
12883,7/11/2014
12959,7/28/2014
90724,8/6/2014
90911,9/9/2014
89685,9/15/2014
85401,9/16/2014
92758,10/6/2014
90204,10/10/2014
80971,10/12/2014
92126,10/21/2014
88806,11/3/2014
12887,11/9/2014
88335,11/10/2014
92319,11/12/2014
91014,12/7/2014
93358,12/29/2014
89865,12/31/2014
